title,publishedAtDate,stars
COLEGIO SUBIRE,2015-03-31,1.0
COLEGIO SUBIRE,2015-04-30,
COLEGIO SUBIRE,2015-05-31,
COLEGIO SUBIRE,2015-06-30,
COLEGIO SUBIRE,2015-07-31,
COLEGIO SUBIRE,2015-08-31,
COLEGIO SUBIRE,2015-09-30,
COLEGIO SUBIRE,2015-10-31,
COLEGIO SUBIRE,2015-11-30,5.0
COLEGIO SUBIRE,2015-12-31,5.0
COLEGIO SUBIRE,2016-01-31,5.0
COLEGIO SUBIRE,2016-02-29,4.0
COLEGIO SUBIRE,2016-03-31,1.0
COLEGIO SUBIRE,2016-04-30,1.0
COLEGIO SUBIRE,2016-05-31,5.0
COLEGIO SUBIRE,2016-06-30,5.0
COLEGIO SUBIRE,2016-07-31,5.0
COLEGIO SUBIRE,2016-08-31,5.0
COLEGIO SUBIRE,2016-09-30,
COLEGIO SUBIRE,2016-10-31,
COLEGIO SUBIRE,2016-11-30,
COLEGIO SUBIRE,2016-12-31,
COLEGIO SUBIRE,2017-01-31,1.0
COLEGIO SUBIRE,2017-02-28,1.0
COLEGIO SUBIRE,2017-03-31,
COLEGIO SUBIRE,2017-04-30,
COLEGIO SUBIRE,2017-05-31,
COLEGIO SUBIRE,2017-06-30,
COLEGIO SUBIRE,2017-07-31,
COLEGIO SUBIRE,2017-08-31,
COLEGIO SUBIRE,2017-09-30,5.0
COLEGIO SUBIRE,2017-10-31,4.5
COLEGIO SUBIRE,2017-11-30,
COLEGIO SUBIRE,2017-12-31,
COLEGIO SUBIRE,2018-01-31,5.0
COLEGIO SUBIRE,2018-02-28,5.0
COLEGIO SUBIRE,2018-03-31,
COLEGIO SUBIRE,2018-04-30,5.0
COLEGIO SUBIRE,2018-05-31,
COLEGIO SUBIRE,2018-06-30,1.0
COLEGIO SUBIRE,2018-07-31,
COLEGIO SUBIRE,2018-08-31,
COLEGIO SUBIRE,2018-09-30,
COLEGIO SUBIRE,2018-10-31,1.0
COLEGIO SUBIRE,2018-11-30,2.0
COLEGIO SUBIRE,2018-12-31,
COLEGIO SUBIRE,2019-01-31,
COLEGIO SUBIRE,2019-02-28,
COLEGIO SUBIRE,2019-03-31,
COLEGIO SUBIRE,2019-04-30,
COLEGIO SUBIRE,2019-05-31,
COLEGIO SUBIRE,2019-06-30,5.0
COLEGIO SUBIRE,2019-07-31,4.0
COLEGIO SUBIRE,2019-08-31,5.0
COLEGIO SUBIRE,2019-09-30,1.0
COLEGIO SUBIRE,2019-10-31,5.0
COLEGIO SUBIRE,2019-11-30,4.0
COLEGIO SUBIRE,2019-12-31,
COLEGIO SUBIRE,2020-01-31,5.0
COLEGIO SUBIRE,2020-02-29,5.0
COLEGIO SUBIRE,2020-03-31,5.0
COLEGIO SUBIRE,2020-04-30,4.0
COLEGIO SUBIRE,2020-05-31,1.0
COLEGIO SUBIRE,2020-06-30,1.0
COLEGIO SUBIRE,2020-07-31,
COLEGIO SUBIRE,2020-08-31,
COLEGIO SUBIRE,2020-09-30,
COLEGIO SUBIRE,2020-10-31,1.0
COLEGIO SUBIRE,2020-11-30,
COLEGIO SUBIRE,2020-12-31,
COLEGIO SUBIRE,2021-01-31,
COLEGIO SUBIRE,2021-02-28,
COLEGIO SUBIRE,2021-03-31,
COLEGIO SUBIRE,2021-04-30,
COLEGIO SUBIRE,2021-05-31,
COLEGIO SUBIRE,2021-06-30,
COLEGIO SUBIRE,2021-07-31,
COLEGIO SUBIRE,2021-08-31,
COLEGIO SUBIRE,2021-09-30,
COLEGIO SUBIRE,2021-10-31,
COLEGIO SUBIRE,2021-11-30,1.0
COLEGIO SUBIRE,2021-12-31,
COLEGIO SUBIRE,2022-01-31,
COLEGIO SUBIRE,2022-02-28,
COLEGIO SUBIRE,2022-03-31,2.3333333333333335
COLEGIO SUBIRE,2022-04-30,1.0
COLEGIO SUBIRE,2022-05-31,3.0
COLEGIO SUBIRE,2022-06-30,
COLEGIO SUBIRE,2022-07-31,
COLEGIO SUBIRE,2022-08-31,5.0
COLEGIO SUBIRE,2022-09-30,
COLEGIO SUBIRE,2022-10-31,5.0
COLEGIO SUBIRE,2022-11-30,4.666666666666667
COLEGIO SUBIRE,2022-12-31,5.0
COLEGIO SUBIRE,2023-01-31,
COLEGIO SUBIRE,2023-02-28,1.0
COLEGIO SUBIRE,2023-03-31,
COLEGIO SUBIRE,2023-04-30,5.0
COLEGIO SUBIRE,2023-05-31,
COLEGIO SUBIRE,2023-06-30,5.0
COLEGIO SUBIRE,2023-07-31,1.0
COLEGIO SUBIRE,2023-08-31,3.6666666666666665
COLEGIO SUBIRE,2023-09-30,
COLEGIO SUBIRE,2023-10-31,1.0
COLEGIO SUBIRE,2023-11-30,5.0
COLEGIO SUBIRE,2023-12-31,
COLEGIO SUBIRE,2024-01-31,
COLEGIO SUBIRE,2024-02-29,5.0
COLEGIO SUBIRE,2024-03-31,5.0
COLEGIO SUBIRE,2024-04-30,1.0
COLEGIO SUBIRE,2024-05-31,3.0
COLEGIO SUBIRE,2024-06-30,3.8
COLEGIO SUBIRE,2024-07-31,5.0
COLEGIO SUBIRE,2024-08-31,1.0
COLEGIO SUBIRE,2024-09-30,1.0
COLEGIO SUBIRE,2024-10-31,5.0
COLEGIO SUBIRE,2024-11-30,3.0
COLEGIO SUBIRE,2024-12-31,
COLEGIO SUBIRE,2025-01-31,4.333333333333333
COLEGIO SUBIRE,2025-02-28,5.0
COLEGIO SUBIRE,2025-03-31,1.0
Colegio Alemán de Guadalajara,2014-04-30,5.0
Colegio Alemán de Guadalajara,2014-05-31,
Colegio Alemán de Guadalajara,2014-06-30,
Colegio Alemán de Guadalajara,2014-07-31,
Colegio Alemán de Guadalajara,2014-08-31,
Colegio Alemán de Guadalajara,2014-09-30,
Colegio Alemán de Guadalajara,2014-10-31,
Colegio Alemán de Guadalajara,2014-11-30,5.0
Colegio Alemán de Guadalajara,2014-12-31,5.0
Colegio Alemán de Guadalajara,2015-01-31,
Colegio Alemán de Guadalajara,2015-02-28,
Colegio Alemán de Guadalajara,2015-03-31,
Colegio Alemán de Guadalajara,2015-04-30,
Colegio Alemán de Guadalajara,2015-05-31,
Colegio Alemán de Guadalajara,2015-06-30,
Colegio Alemán de Guadalajara,2015-07-31,
Colegio Alemán de Guadalajara,2015-08-31,
Colegio Alemán de Guadalajara,2015-09-30,
Colegio Alemán de Guadalajara,2015-10-31,3.0
Colegio Alemán de Guadalajara,2015-11-30,
Colegio Alemán de Guadalajara,2015-12-31,
Colegio Alemán de Guadalajara,2016-01-31,
Colegio Alemán de Guadalajara,2016-02-29,
Colegio Alemán de Guadalajara,2016-03-31,
Colegio Alemán de Guadalajara,2016-04-30,5.0
Colegio Alemán de Guadalajara,2016-05-31,5.0
Colegio Alemán de Guadalajara,2016-06-30,
Colegio Alemán de Guadalajara,2016-07-31,
Colegio Alemán de Guadalajara,2016-08-31,
Colegio Alemán de Guadalajara,2016-09-30,5.0
Colegio Alemán de Guadalajara,2016-10-31,5.0
Colegio Alemán de Guadalajara,2016-11-30,5.0
Colegio Alemán de Guadalajara,2016-12-31,5.0
Colegio Alemán de Guadalajara,2017-01-31,4.0
Colegio Alemán de Guadalajara,2017-02-28,3.0
Colegio Alemán de Guadalajara,2017-03-31,5.0
Colegio Alemán de Guadalajara,2017-04-30,
Colegio Alemán de Guadalajara,2017-05-31,5.0
Colegio Alemán de Guadalajara,2017-06-30,
Colegio Alemán de Guadalajara,2017-07-31,
Colegio Alemán de Guadalajara,2017-08-31,
Colegio Alemán de Guadalajara,2017-09-30,3.0
Colegio Alemán de Guadalajara,2017-10-31,5.0
Colegio Alemán de Guadalajara,2017-11-30,
Colegio Alemán de Guadalajara,2017-12-31,
Colegio Alemán de Guadalajara,2018-01-31,
Colegio Alemán de Guadalajara,2018-02-28,5.0
Colegio Alemán de Guadalajara,2018-03-31,
Colegio Alemán de Guadalajara,2018-04-30,
Colegio Alemán de Guadalajara,2018-05-31,5.0
Colegio Alemán de Guadalajara,2018-06-30,5.0
Colegio Alemán de Guadalajara,2018-07-31,5.0
Colegio Alemán de Guadalajara,2018-08-31,
Colegio Alemán de Guadalajara,2018-09-30,
Colegio Alemán de Guadalajara,2018-10-31,
Colegio Alemán de Guadalajara,2018-11-30,
Colegio Alemán de Guadalajara,2018-12-31,
Colegio Alemán de Guadalajara,2019-01-31,
Colegio Alemán de Guadalajara,2019-02-28,5.0
Colegio Alemán de Guadalajara,2019-03-31,5.0
Colegio Alemán de Guadalajara,2019-04-30,5.0
Colegio Alemán de Guadalajara,2019-05-31,
Colegio Alemán de Guadalajara,2019-06-30,5.0
Colegio Alemán de Guadalajara,2019-07-31,
Colegio Alemán de Guadalajara,2019-08-31,
Colegio Alemán de Guadalajara,2019-09-30,
Colegio Alemán de Guadalajara,2019-10-31,5.0
Colegio Alemán de Guadalajara,2019-11-30,5.0
Colegio Alemán de Guadalajara,2019-12-31,
Colegio Alemán de Guadalajara,2020-01-31,
Colegio Alemán de Guadalajara,2020-02-29,
Colegio Alemán de Guadalajara,2020-03-31,5.0
Colegio Alemán de Guadalajara,2020-04-30,
Colegio Alemán de Guadalajara,2020-05-31,
Colegio Alemán de Guadalajara,2020-06-30,
Colegio Alemán de Guadalajara,2020-07-31,
Colegio Alemán de Guadalajara,2020-08-31,
Colegio Alemán de Guadalajara,2020-09-30,
Colegio Alemán de Guadalajara,2020-10-31,
Colegio Alemán de Guadalajara,2020-11-30,
Colegio Alemán de Guadalajara,2020-12-31,
Colegio Alemán de Guadalajara,2021-01-31,
Colegio Alemán de Guadalajara,2021-02-28,
Colegio Alemán de Guadalajara,2021-03-31,
Colegio Alemán de Guadalajara,2021-04-30,5.0
Colegio Alemán de Guadalajara,2021-05-31,
Colegio Alemán de Guadalajara,2021-06-30,
Colegio Alemán de Guadalajara,2021-07-31,
Colegio Alemán de Guadalajara,2021-08-31,
Colegio Alemán de Guadalajara,2021-09-30,
Colegio Alemán de Guadalajara,2021-10-31,5.0
Colegio Alemán de Guadalajara,2021-11-30,
Colegio Alemán de Guadalajara,2021-12-31,
Colegio Alemán de Guadalajara,2022-01-31,
Colegio Alemán de Guadalajara,2022-02-28,
Colegio Alemán de Guadalajara,2022-03-31,1.0
Colegio Alemán de Guadalajara,2022-04-30,
Colegio Alemán de Guadalajara,2022-05-31,
Colegio Alemán de Guadalajara,2022-06-30,5.0
Colegio Alemán de Guadalajara,2022-07-31,
Colegio Alemán de Guadalajara,2022-08-31,5.0
Colegio Alemán de Guadalajara,2022-09-30,
Colegio Alemán de Guadalajara,2022-10-31,
Colegio Alemán de Guadalajara,2022-11-30,5.0
Colegio Alemán de Guadalajara,2022-12-31,5.0
Colegio Alemán de Guadalajara,2023-01-31,
Colegio Alemán de Guadalajara,2023-02-28,5.0
Colegio Alemán de Guadalajara,2023-03-31,5.0
Colegio Alemán de Guadalajara,2023-04-30,
Colegio Alemán de Guadalajara,2023-05-31,1.0
Colegio Alemán de Guadalajara,2023-06-30,
Colegio Alemán de Guadalajara,2023-07-31,5.0
Colegio Alemán de Guadalajara,2023-08-31,
Colegio Alemán de Guadalajara,2023-09-30,
Colegio Alemán de Guadalajara,2023-10-31,
Colegio Alemán de Guadalajara,2023-11-30,
Colegio Alemán de Guadalajara,2023-12-31,
Colegio Alemán de Guadalajara,2024-01-31,
Colegio Alemán de Guadalajara,2024-02-29,4.5
Colegio Alemán de Guadalajara,2024-03-31,4.0
Colegio Alemán de Guadalajara,2024-04-30,
Colegio Alemán de Guadalajara,2024-05-31,
Colegio Alemán de Guadalajara,2024-06-30,5.0
Colegio Alemán de Guadalajara,2024-07-31,5.0
Colegio Alemán de Guadalajara,2024-08-31,5.0
Colegio Alemán de Guadalajara,2024-09-30,
Colegio Alemán de Guadalajara,2024-10-31,5.0
Colegio Alemán de Guadalajara,2024-11-30,2.0
Colegio Finlandés Campus Zapopan,2017-02-28,5.0
Colegio Finlandés Campus Zapopan,2017-03-31,
Colegio Finlandés Campus Zapopan,2017-04-30,
Colegio Finlandés Campus Zapopan,2017-05-31,3.0
Colegio Finlandés Campus Zapopan,2017-06-30,5.0
Colegio Finlandés Campus Zapopan,2017-07-31,
Colegio Finlandés Campus Zapopan,2017-08-31,
Colegio Finlandés Campus Zapopan,2017-09-30,5.0
Colegio Finlandés Campus Zapopan,2017-10-31,
Colegio Finlandés Campus Zapopan,2017-11-30,
Colegio Finlandés Campus Zapopan,2017-12-31,
Colegio Finlandés Campus Zapopan,2018-01-31,
Colegio Finlandés Campus Zapopan,2018-02-28,
Colegio Finlandés Campus Zapopan,2018-03-31,1.0
Colegio Finlandés Campus Zapopan,2018-04-30,5.0
Colegio Finlandés Campus Zapopan,2018-05-31,5.0
Colegio Finlandés Campus Zapopan,2018-06-30,
Colegio Finlandés Campus Zapopan,2018-07-31,
Colegio Finlandés Campus Zapopan,2018-08-31,4.0
Colegio Finlandés Campus Zapopan,2018-09-30,
Colegio Finlandés Campus Zapopan,2018-10-31,
Colegio Finlandés Campus Zapopan,2018-11-30,
Colegio Finlandés Campus Zapopan,2018-12-31,
Colegio Finlandés Campus Zapopan,2019-01-31,
Colegio Finlandés Campus Zapopan,2019-02-28,
Colegio Finlandés Campus Zapopan,2019-03-31,
Colegio Finlandés Campus Zapopan,2019-04-30,
Colegio Finlandés Campus Zapopan,2019-05-31,
Colegio Finlandés Campus Zapopan,2019-06-30,
Colegio Finlandés Campus Zapopan,2019-07-31,
Colegio Finlandés Campus Zapopan,2019-08-31,5.0
Colegio Finlandés Campus Zapopan,2019-09-30,
Colegio Finlandés Campus Zapopan,2019-10-31,
Colegio Finlandés Campus Zapopan,2019-11-30,
Colegio Finlandés Campus Zapopan,2019-12-31,
Colegio Finlandés Campus Zapopan,2020-01-31,
Colegio Finlandés Campus Zapopan,2020-02-29,
Colegio Finlandés Campus Zapopan,2020-03-31,
Colegio Finlandés Campus Zapopan,2020-04-30,
Colegio Finlandés Campus Zapopan,2020-05-31,
Colegio Finlandés Campus Zapopan,2020-06-30,
Colegio Finlandés Campus Zapopan,2020-07-31,
Colegio Finlandés Campus Zapopan,2020-08-31,
Colegio Finlandés Campus Zapopan,2020-09-30,
Colegio Finlandés Campus Zapopan,2020-10-31,
Colegio Finlandés Campus Zapopan,2020-11-30,1.0
Colegio Finlandés Campus Zapopan,2020-12-31,
Colegio Finlandés Campus Zapopan,2021-01-31,
Colegio Finlandés Campus Zapopan,2021-02-28,
Colegio Finlandés Campus Zapopan,2021-03-31,
Colegio Finlandés Campus Zapopan,2021-04-30,
Colegio Finlandés Campus Zapopan,2021-05-31,
Colegio Finlandés Campus Zapopan,2021-06-30,
Colegio Finlandés Campus Zapopan,2021-07-31,
Colegio Finlandés Campus Zapopan,2021-08-31,3.0
Colegio Finlandés Campus Zapopan,2021-09-30,1.0
Colegio Finlandés Campus Zapopan,2021-10-31,
Colegio Finlandés Campus Zapopan,2021-11-30,
Colegio Finlandés Campus Zapopan,2021-12-31,
Colegio Finlandés Campus Zapopan,2022-01-31,
Colegio Finlandés Campus Zapopan,2022-02-28,
Colegio Finlandés Campus Zapopan,2022-03-31,5.0
Colegio Finlandés Campus Zapopan,2022-04-30,4.0
Colegio Finlandés Campus Zapopan,2022-05-31,
Colegio Finlandés Campus Zapopan,2022-06-30,5.0
Colegio Finlandés Campus Zapopan,2022-07-31,
Colegio Finlandés Campus Zapopan,2022-08-31,
Colegio Finlandés Campus Zapopan,2022-09-30,5.0
Colegio Finlandés Campus Zapopan,2022-10-31,
Colegio Finlandés Campus Zapopan,2022-11-30,5.0
Colegio Finlandés Campus Zapopan,2022-12-31,5.0
Colegio Finlandés Campus Zapopan,2023-01-31,
Colegio Finlandés Campus Zapopan,2023-02-28,4.0
Colegio Finlandés Campus Zapopan,2023-03-31,4.0
Colegio Finlandés Campus Zapopan,2023-04-30,5.0
Colegio Finlandés Campus Zapopan,2023-05-31,5.0
Colegio Finlandés Campus Zapopan,2023-06-30,2.5
Colegio Finlandés Campus Zapopan,2023-07-31,
Colegio Finlandés Campus Zapopan,2023-08-31,3.0
Colegio Finlandés Campus Zapopan,2023-09-30,5.0
Colegio Finlandés Campus Zapopan,2023-10-31,5.0
Colegio Finlandés Campus Zapopan,2023-11-30,5.0
Colegio Finlandés Campus Zapopan,2023-12-31,
Colegio Finlandés Campus Zapopan,2024-01-31,3.0
Colegio Finlandés Campus Zapopan,2024-02-29,1.0
Colegio Finlandés Campus Zapopan,2024-03-31,
Colegio Finlandés Campus Zapopan,2024-04-30,5.0
Colegio Finlandés Campus Zapopan,2024-05-31,
Colegio Finlandés Campus Zapopan,2024-06-30,5.0
Colegio Finlandés Campus Zapopan,2024-07-31,
Colegio Finlandés Campus Zapopan,2024-08-31,1.0
Colegio Finlandés Campus Zapopan,2024-09-30,
Colegio Finlandés Campus Zapopan,2024-10-31,
Colegio Finlandés Campus Zapopan,2024-11-30,
Colegio Finlandés Campus Zapopan,2024-12-31,
Colegio Finlandés Campus Zapopan,2025-01-31,
Colegio Finlandés Campus Zapopan,2025-02-28,1.0
Colegio Franco Mexicano,2015-08-31,5.0
Colegio Franco Mexicano,2015-09-30,
Colegio Franco Mexicano,2015-10-31,
Colegio Franco Mexicano,2015-11-30,
Colegio Franco Mexicano,2015-12-31,
Colegio Franco Mexicano,2016-01-31,4.0
Colegio Franco Mexicano,2016-02-29,
Colegio Franco Mexicano,2016-03-31,
Colegio Franco Mexicano,2016-04-30,1.0
Colegio Franco Mexicano,2016-05-31,
Colegio Franco Mexicano,2016-06-30,
Colegio Franco Mexicano,2016-07-31,
Colegio Franco Mexicano,2016-08-31,5.0
Colegio Franco Mexicano,2016-09-30,
Colegio Franco Mexicano,2016-10-31,5.0
Colegio Franco Mexicano,2016-11-30,5.0
Colegio Franco Mexicano,2016-12-31,5.0
Colegio Franco Mexicano,2017-01-31,5.0
Colegio Franco Mexicano,2017-02-28,5.0
Colegio Franco Mexicano,2017-03-31,5.0
Colegio Franco Mexicano,2017-04-30,
Colegio Franco Mexicano,2017-05-31,
Colegio Franco Mexicano,2017-06-30,
Colegio Franco Mexicano,2017-07-31,
Colegio Franco Mexicano,2017-08-31,
Colegio Franco Mexicano,2017-09-30,5.0
Colegio Franco Mexicano,2017-10-31,
Colegio Franco Mexicano,2017-11-30,5.0
Colegio Franco Mexicano,2017-12-31,
Colegio Franco Mexicano,2018-01-31,
Colegio Franco Mexicano,2018-02-28,
Colegio Franco Mexicano,2018-03-31,3.0
Colegio Franco Mexicano,2018-04-30,
Colegio Franco Mexicano,2018-05-31,
Colegio Franco Mexicano,2018-06-30,
Colegio Franco Mexicano,2018-07-31,5.0
Colegio Franco Mexicano,2018-08-31,
Colegio Franco Mexicano,2018-09-30,
Colegio Franco Mexicano,2018-10-31,5.0
Colegio Franco Mexicano,2018-11-30,5.0
Colegio Franco Mexicano,2018-12-31,5.0
Colegio Franco Mexicano,2019-01-31,
Colegio Franco Mexicano,2019-02-28,
Colegio Franco Mexicano,2019-03-31,
Colegio Franco Mexicano,2019-04-30,
Colegio Franco Mexicano,2019-05-31,1.0
Colegio Franco Mexicano,2019-06-30,
Colegio Franco Mexicano,2019-07-31,
Colegio Franco Mexicano,2019-08-31,2.0
Colegio Franco Mexicano,2019-09-30,
Colegio Franco Mexicano,2019-10-31,1.0
Colegio Franco Mexicano,2019-11-30,
Colegio Franco Mexicano,2019-12-31,
Colegio Franco Mexicano,2020-01-31,
Colegio Franco Mexicano,2020-02-29,4.5
Colegio Franco Mexicano,2020-03-31,
Colegio Franco Mexicano,2020-04-30,
Colegio Franco Mexicano,2020-05-31,
Colegio Franco Mexicano,2020-06-30,3.0
Colegio Franco Mexicano,2020-07-31,5.0
Colegio Franco Mexicano,2020-08-31,5.0
Colegio Franco Mexicano,2020-09-30,
Colegio Franco Mexicano,2020-10-31,
Colegio Franco Mexicano,2020-11-30,
Colegio Franco Mexicano,2020-12-31,
Colegio Franco Mexicano,2021-01-31,
Colegio Franco Mexicano,2021-02-28,
Colegio Franco Mexicano,2021-03-31,1.0
Colegio Franco Mexicano,2021-04-30,
Colegio Franco Mexicano,2021-05-31,
Colegio Franco Mexicano,2021-06-30,
Colegio Franco Mexicano,2021-07-31,
Colegio Franco Mexicano,2021-08-31,
Colegio Franco Mexicano,2021-09-30,
Colegio Franco Mexicano,2021-10-31,
Colegio Franco Mexicano,2021-11-30,
Colegio Franco Mexicano,2021-12-31,
Colegio Franco Mexicano,2022-01-31,
Colegio Franco Mexicano,2022-02-28,
Colegio Franco Mexicano,2022-03-31,5.0
Colegio Franco Mexicano,2022-04-30,1.0
Colegio Franco Mexicano,2022-05-31,
Colegio Franco Mexicano,2022-06-30,
Colegio Franco Mexicano,2022-07-31,4.0
Colegio Franco Mexicano,2022-08-31,
Colegio Franco Mexicano,2022-09-30,1.0
Colegio Franco Mexicano,2022-10-31,
Colegio Franco Mexicano,2022-11-30,
Colegio Franco Mexicano,2022-12-31,
Colegio Franco Mexicano,2023-01-31,5.0
Colegio Franco Mexicano,2023-02-28,
Colegio Franco Mexicano,2023-03-31,
Colegio Franco Mexicano,2023-04-30,
Colegio Franco Mexicano,2023-05-31,1.0
Colegio Franco Mexicano,2023-06-30,
Colegio Franco Mexicano,2023-07-31,
Colegio Franco Mexicano,2023-08-31,
Colegio Franco Mexicano,2023-09-30,
Colegio Franco Mexicano,2023-10-31,
Colegio Franco Mexicano,2023-11-30,
Colegio Franco Mexicano,2023-12-31,3.0
Colegio Franco Mexicano,2024-01-31,4.0
Colegio Franco Mexicano,2024-02-29,5.0
Colegio Franco Mexicano,2024-03-31,
Colegio Franco Mexicano,2024-04-30,5.0
Colegio Franco Mexicano,2024-05-31,
Colegio Franco Mexicano,2024-06-30,
Colegio Franco Mexicano,2024-07-31,
Colegio Franco Mexicano,2024-08-31,
Colegio Franco Mexicano,2024-09-30,
Colegio Franco Mexicano,2024-10-31,5.0
Colegio Franco Mexicano,2024-11-30,5.0
Colegio Franco Mexicano,2024-12-31,
Colegio Franco Mexicano,2025-01-31,3.0
IT Campus Guadalajara,2015-07-31,2.5
IT Campus Guadalajara,2015-08-31,
IT Campus Guadalajara,2015-09-30,
IT Campus Guadalajara,2015-10-31,
IT Campus Guadalajara,2015-11-30,5.0
IT Campus Guadalajara,2015-12-31,
IT Campus Guadalajara,2016-01-31,
IT Campus Guadalajara,2016-02-29,
IT Campus Guadalajara,2016-03-31,
IT Campus Guadalajara,2016-04-30,5.0
IT Campus Guadalajara,2016-05-31,
IT Campus Guadalajara,2016-06-30,5.0
IT Campus Guadalajara,2016-07-31,
IT Campus Guadalajara,2016-08-31,5.0
IT Campus Guadalajara,2016-09-30,5.0
IT Campus Guadalajara,2016-10-31,
IT Campus Guadalajara,2016-11-30,5.0
IT Campus Guadalajara,2016-12-31,
IT Campus Guadalajara,2017-01-31,5.0
IT Campus Guadalajara,2017-02-28,
IT Campus Guadalajara,2017-03-31,4.0
IT Campus Guadalajara,2017-04-30,
IT Campus Guadalajara,2017-05-31,5.0
IT Campus Guadalajara,2017-06-30,
IT Campus Guadalajara,2017-07-31,
IT Campus Guadalajara,2017-08-31,5.0
IT Campus Guadalajara,2017-09-30,
IT Campus Guadalajara,2017-10-31,5.0
IT Campus Guadalajara,2017-11-30,5.0
IT Campus Guadalajara,2017-12-31,
IT Campus Guadalajara,2018-01-31,5.0
IT Campus Guadalajara,2018-02-28,
IT Campus Guadalajara,2018-03-31,
IT Campus Guadalajara,2018-04-30,
IT Campus Guadalajara,2018-05-31,5.0
IT Campus Guadalajara,2018-06-30,
IT Campus Guadalajara,2018-07-31,5.0
IT Campus Guadalajara,2018-08-31,
IT Campus Guadalajara,2018-09-30,
IT Campus Guadalajara,2018-10-31,
IT Campus Guadalajara,2018-11-30,
IT Campus Guadalajara,2018-12-31,
IT Campus Guadalajara,2019-01-31,5.0
IT Campus Guadalajara,2019-02-28,5.0
IT Campus Guadalajara,2019-03-31,
IT Campus Guadalajara,2019-04-30,5.0
IT Campus Guadalajara,2019-05-31,5.0
IT Campus Guadalajara,2019-06-30,
IT Campus Guadalajara,2019-07-31,
IT Campus Guadalajara,2019-08-31,
IT Campus Guadalajara,2019-09-30,5.0
IT Campus Guadalajara,2019-10-31,
IT Campus Guadalajara,2019-11-30,
IT Campus Guadalajara,2019-12-31,
IT Campus Guadalajara,2020-01-31,
IT Campus Guadalajara,2020-02-29,4.75
IT Campus Guadalajara,2020-03-31,4.5
IT Campus Guadalajara,2020-04-30,
IT Campus Guadalajara,2020-05-31,
IT Campus Guadalajara,2020-06-30,
IT Campus Guadalajara,2020-07-31,5.0
IT Campus Guadalajara,2020-08-31,5.0
IT Campus Guadalajara,2020-09-30,
IT Campus Guadalajara,2020-10-31,
IT Campus Guadalajara,2020-11-30,
IT Campus Guadalajara,2020-12-31,
IT Campus Guadalajara,2021-01-31,
IT Campus Guadalajara,2021-02-28,
IT Campus Guadalajara,2021-03-31,
IT Campus Guadalajara,2021-04-30,
IT Campus Guadalajara,2021-05-31,5.0
IT Campus Guadalajara,2021-06-30,
IT Campus Guadalajara,2021-07-31,5.0
IT Campus Guadalajara,2021-08-31,5.0
IT Campus Guadalajara,2021-09-30,
IT Campus Guadalajara,2021-10-31,
IT Campus Guadalajara,2021-11-30,
IT Campus Guadalajara,2021-12-31,
IT Campus Guadalajara,2022-01-31,
IT Campus Guadalajara,2022-02-28,
IT Campus Guadalajara,2022-03-31,1.0
IT Campus Guadalajara,2022-04-30,
IT Campus Guadalajara,2022-05-31,5.0
IT Campus Guadalajara,2022-06-30,5.0
IT Campus Guadalajara,2022-07-31,
IT Campus Guadalajara,2022-08-31,
IT Campus Guadalajara,2022-09-30,4.5
IT Campus Guadalajara,2022-10-31,
IT Campus Guadalajara,2022-11-30,
IT Campus Guadalajara,2022-12-31,
IT Campus Guadalajara,2023-01-31,4.0
IT Campus Guadalajara,2023-02-28,
IT Campus Guadalajara,2023-03-31,
IT Campus Guadalajara,2023-04-30,5.0
IT Campus Guadalajara,2023-05-31,5.0
IT Campus Guadalajara,2023-06-30,
IT Campus Guadalajara,2023-07-31,
IT Campus Guadalajara,2023-08-31,5.0
IT Campus Guadalajara,2023-09-30,5.0
IT Campus Guadalajara,2023-10-31,4.5
IT Campus Guadalajara,2023-11-30,
IT Campus Guadalajara,2023-12-31,
IT Campus Guadalajara,2024-01-31,5.0
IT Campus Guadalajara,2024-02-29,1.0
IT Campus Guadalajara,2024-03-31,
IT Campus Guadalajara,2024-04-30,5.0
IT Campus Guadalajara,2024-05-31,2.3333333333333335
IT Campus Guadalajara,2024-06-30,3.857142857142857
IT Campus Guadalajara,2024-07-31,1.0
IT Campus Guadalajara,2024-08-31,5.0
IT Campus Guadalajara,2024-09-30,5.0
IT Campus Guadalajara,2024-10-31,2.0
IT Campus Guadalajara,2024-11-30,4.0
IT Campus Guadalajara,2024-12-31,
IT Campus Guadalajara,2025-01-31,1.0
IT Campus Guadalajara,2025-02-28,3.0
IT Campus Guadalajara,2025-03-31,5.0
Instituto Thomas Jefferson - Campus Valle Real • ITJ,2014-11-30,1.0
Instituto Thomas Jefferson - Campus Valle Real • ITJ,2014-12-31,
Instituto Thomas Jefferson - Campus Valle Real • ITJ,2015-01-31,
Instituto Thomas Jefferson - Campus Valle Real • ITJ,2015-02-28,
Instituto Thomas Jefferson - Campus Valle Real • ITJ,2015-03-31,
Instituto Thomas Jefferson - Campus Valle Real • ITJ,2015-04-30,
